Timestamp (micros),Sensor1 (mV),Sensor2 (mV)
,,
41281068,16,0
41298740,9,0
41315380,4,1
41332016,36,0
41349700,4,4
41366344,1,0
41382980,4,0
4139951612,9604,10816
53856,2916,9216
56092,1156,441
58268,4,49
60276,1024,484
78360,16,324
94992,1369,1
111640,529,121
130356,36,361
148028,361,49
165712,16,225
183400,361,9
200028,2704,225
219776,12100,1
238504,2916,81
257232,11449,900
278028,29929,49
297788,256,2209
317552,30276,121
338336,9216,900
358108,289,324
376808,7225,16
395524,0,49
411144,0,1681
428816,4624,5329
449620,8464,100
469372,13924,4
488096,9216,2401
508892,6241,484
528676,17161,64
548424,625,36
566096,1600,1
583780,5184,16
602496,19321,36
622260,0,400
638884,27556,1089
660740,12544,1024
682584,8649,2500
703396,576,1600
723160,729,144
741860,16129,1
760568,0,64
776168,1089,2025
796984,3844,1600
817772,20164,256
838560,0,169
855232,11449,5929
877076,49,900
894740,6084,169
914496,3844,64
933232,1024,400
952952,14884,1024
974816,27889,676
995624,225,1369
1015372,15625,9
1035132,6400,484
1055932,64,169
1074664,1764,16
1094436,5625,25
1114192,3481,16
1133948,0,9
1149532,26896,1296
1172428,625,2809
1193248,324,529
1212992,1444,1
1231716,441,100
1251484,36,4
1268104,2704,361
1288896,3969,225
1309692,9604,196
1330516,7396,484
1351296,21904,625
1373124,21904,16
1393952,17424,1936
1416824,21489,1
1436580,18564,3025
1459480,8836,2401
1481284,29241,2401
1504188,23865,36
1524984,13988,5041
1547852,4225,6084
1569684,5329,1225
1591556,256,0
1609236,36,4
1625860,1369,0
1644580,9801,484
1665404,12100,144
1687228,8281,1444
1709056,49,169
1727784,361,144
1747540,49,169
1766272,1936,16
1786028,7225,0
1804744,784,484
1824496,32041,256
1846344,6561,1369
1868188,2916,1089
1890028,1681,225
1910812,8464,144
1931624,13456,25
1952424,2025,1936
1974268,169,1089
1995088,16,36
2012736,1521,100
2033544,2401,49
2053308,1849,676
2074112,400,169
2093868,1681,36
2113628,6724,529
2134428,3136,1296
2156264,2401,16
2176024,7744,1
2194740,29241,324
2216588,14400,289
2238404,1024,484
2259212,4900,121
2280016,21025,361
2301852,14161,676
2323720,49,841
2342432,81,256
2361164,9216,1
2379864,0,121
2397552,16384,1024
2420428,5041,1156
2442292,49,121
2460988,17956,36
2481788,1936,289
2502576,324,1089
2523376,6400,16
2543140,2809,196
2563952,121,1521
2584744,1296,25
2604496,6561,256
2625304,1089,0
2644040,1936,121
2664844,22801,4
2684580,23104,1296
2707448,961,2500
2728260,576,169
2748024,3136,100
2768808,1024,529
2789632,21904,4
2809372,15376,2401
2832256,1369,900
2853068,3136,0
2871768,12996,9
2891544,21609,81
2912352,64,784
2931072,400,225
2950836,1089,25
2970576,2601,0
2989320,81,64
3006984,10404,16
3027784,3364,49
3047560,324,225
3067308,196,4
3084980,2304,0
3103708,625,324
3123488,25,144
3142196,64,4
3158820,100,121
3178592,36,16
3196268,2916,225
3217056,7744,1
3235772,7744,784
3256584,6241,169
3277380,3969,100
3298180,1849,576
3319004,100,169
3338744,225,0
3356432,196,144
3376184,5329,196
3397016,400,81
3415712,196,100
3435456,2304,36
3455228,3969,144
3476036,225,400
3495792,4900,16
3515560,21609,4
3535316,2116,1600
3557136,625,484
3576904,2601,361
3597696,8281,36
3617464,169,784
3637216,3136,49
3656988,81,144
3675704,1444,225
3696512,6084,9
3715244,2304,49
3734988,5929,289
3755792,15876,100
3777628,49,100
3796352,3844,729
3817136,400,0
3834816,1225,144
3855624,400,36
3874336,5041,16
3894116,25921,225
3915936,0,676
3933612,5476,2500
3955468,12100,1521
3978340,1089,100
3999136,6400,484
4019944,9604,324
4040768,289,784
4060520,15876,144
4082344,25,100
4101072,2304,196
4121880,0,256
4139564,25,64
4157212,1444,16
4176980,12769,0
4196760,20736,625
4218592,1936,1369
4240428,1,361
4258120,1,25
4274752,2500,36
4294508,2809,81
4314292,1764,676
4335076,961,36
4353796,400,144
4373556,289,676
4393316,64,100
4412036,289,0
4429728,25,4
4446360,729,25
4465076,841,64
4483788,400,36
4502504,625,100
4522268,5776,9
4540984,3025,196
4561796,289,144
4581560,16,25
4599244,289,81
4617944,2304,1
4636656,3136,144
4657468,3600,81
4677224,256,121
4696980,5776,0
4715712,9216,64
4735476,4624,625
4756272,961,324
4776040,36,144
4794752,576,121
4814508,361,16
4833220,1,25
4849880,1,1
4865476,4,0
4881076,576,9
4898732,6084,36
4918508,7225,289
4939292,225,529
4959064,3136,121
4979888,676,81
4998588,25,64
5016276,576,9
5033944,289,4
5051632,441,81
5070360,1764,16
5090104,841,81
5108840,529,36
5127556,289,121
5147296,361,169
5167056,4,36
5183700,1156,9
5202420,15376,4
5222188,0,64
5238828,21609,1936
5261708,10816,2116
5284584,225,324
5304344,121,196
5324112,1089,36
5343860,100,144
5363620,0,16
5380252,6825,1681
5402092,17161,5776
5424984,49,1764
5444728,5625,16
5464508,9216,0
5483220,81,441
5501924,1225,576
5522748,13689,64
5543536,0,196
5561216,9604,841
5582020,11025,1681
5604908,0,289
5622568,0,1936
5641300,11449,5041
5664176,2601,1089
5686020,21025,16
5706832,11025,9
5726584,8464,576
5747380,29929,676
5769212,0,729
5786912,30976,1024
5809772,23104,784
5831600,1444,1156
5853468,12544,441
5875300,1521,576
5896096,1764,121
5916912,25,484
5935632,2809,9
5954348,9,9
5969948,169,841
5989708,13225,16
6010496,16900,81
6031284,3969,2809
6053156,289,484
6072908,4761,225
6093704,6400,16
6113468,2500,144
6134260,81,841
6152988,12544,9
6172756,3969,900
6193540,10609,169
6215380,11664,169
6237248,1764,676
6258040,729,100
6277792,729,9
6295472,529,4
6313164,169,36
6331884,1,1
6347464,1521,4
6366180,4356,169
6386992,169,225
6406740,13924,49
6427532,0,121
6445224,13225,1089
6468108,10201,1225
6490984,0,64
6507620,22500,3249
6530500,1024,2500
6552352,676,169
6572096,32761,25
6592904,20164,1024
