Timestamp (micros),Sensor1 (mV),Sensor2 (mV),Label
53816,4900,4356,6
56048,1296,81,6
58184,225,49,6
60280,2601,196,6
78336,1,324,6
93932,25,1,6
108492,324,361,6
127212,6400,64,6
145936,7569,256,6
165692,4356,361,6
185456,4356,64,6
204180,1681,1,6
221860,81,25,6
238492,0,4,6
253068,225,25,6
270740,81,4,6
286344,1156,25,6
305052,1369,25,6
323776,1764,196,6
343540,361,576,6
362268,81,81,6
378900,1521,49,6
397624,1296,100,6
417380,25,25,6
434024,16,4,6
449620,9,4,6
464180,49,49,6
480816,1024,1,6
498492,15625,625,6
519284,23409,1089,6
541132,625,144,6
559844,3364,64,6
578584,1296,1,6
596252,1521,9,6
613924,5184,196,6
633684,256,400,6
652428,225,4,6
669052,144,36,6
686744,9,1,6
701300,36,4,6
716896,729,0,6
733528,4356,49,6
752248,2116,169,6
772024,16,0,6
787628,81,4,6
803224,4,16,6
818804,1764,4,6
836500,1521,81,6
855228,144,64,6
872892,3721,49,6
891608,8836,289,6
911384,5625,361,6
931140,9,64,6
946720,961,25,6
964412,1600,16,6
983136,729,289,6
1001852,324,1,6
1019536,529,9,6
1037200,4225,324,6
1058000,1156,144,6
1078804,6724,100,6
1099608,12769,361,6
1121448,324,64,6
1140168,17424,289,6
1162012,5476,625,6
1182812,4356,4,6
1201528,19881,676,6
1223372,6724,841,6
1244184,196,81,6
1262896,0,0,6
1278504,4489,169,6
1299284,1849,361,6
1320096,1849,9,6
1338800,8649,169,6
1359616,5625,256,6
1380420,121,289,6
1400164,324,81,6
1418904,3364,121,6
1439688,900,169,6
1459468,36,9,6
1476104,144,25,6
1494816,784,81,6
1513544,2116,64,6
1533296,841,49,6
1552024,36,9,6
1568664,441,16,6
1587384,64,36,6
1605044,144,25,6
1623768,9,36,6
1640408,5329,64,6
1660188,1156,484,6
1680968,2401,4,6
1699688,5041,256,6
1720500,1681,49,6
1740240,1849,4,6
1758964,8464,121,6
1779772,8281,576,6
1800580,5776,361,6
1821372,3600,196,6
1842172,3136,225,6
1862996,441,144,6
1882732,289,4,6
1900408,3025,64,6
1920172,484,36,6
1938884,10816,49,6
1959688,15129,625,6
1981548,841,169,6
2001296,841,4,6
2018976,100,9,6
2036652,1156,36,6
2056420,3136,9,6
2075132,441,1,6
2092812,7569,144,6
2113608,3600,361,6
2134424,1936,36,6
2154180,16,16,6
2171856,225,1,6
2189532,3025,9,6
2208252,3969,324,6
2229048,256,4,6
2246732,22801,676,6
2268568,30276,1600,6
2291440,1444,625,6
2312256,1600,9,6
2330976,121,9,6
2348644,4900,100,6
2369452,81,49,6
2387148,3249,49,6
2406880,3844,121,6
2427692,2500,196,6
2448488,3844,49,6
2468248,16641,576,6
2490088,576,289,6
2509868,2809,324,6
2530660,2025,4,6
2549364,15876,1296,6
2572240,10404,400,6
2594088,2601,81,6
2613844,16,400,6
2632568,1296,36,6
2652328,14161,961,6
2674180,6084,484,6
2694968,3600,9,6
2713708,7569,81,6
2733456,1849,81,6
2753212,64,256,6
2771928,289,16,6
2790656,169,9,6
2808348,784,1,6
2826020,9,0,6
2841628,529,9,6
2859292,2116,9,6
2878012,5184,64,6
2897772,289,36,6
2916496,1521,25,6
2936248,7396,121,6
2957048,5476,256,6
2977856,1156,100,6
2998648,3136,16,6
3018408,3600,196,6
3039216,841,169,6
3058988,169,1,6
3076656,196,4,6
3094324,12996,144,6
3116160,17161,1369,6
3139056,36,361,6
3157768,2500,121,6
3178580,2916,0,6
3197296,16,4,6
3213928,2500,9,6
3232656,576,196,6
3252404,49,64,6
3270084,1225,64,6
3289856,289,49,6
3308584,1,4,6
