Timestamp (micros),Sensor1 (mV),Sensor2 (mV),Label
53864,9025,2809,6
56100,441,121,6
58236,121,36,6
60668,400,324,6
78336,196,400,6
96024,4,1,6
109524,121,625,6
128272,0,100,6
144896,25,196,6
162580,144,121,6
181308,36,121,6
198960,36,1444,6
217704,9,1849,6
235372,4,1764,6
253060,256,1369,6
272820,144,0,6
289460,4,64,6
305052,0,121,6
321700,100,144,6
340416,4,256,6
357060,1,25,6
372648,16,16,6
389312,1,1089,6
406976,1,1600,6
424652,144,2025,6
444400,121,3721,6
464176,121,441,6
482892,225,144,6
501628,9,484,6
518264,9,900,6
534904,49,81,6
551528,36,1444,6
570256,4,3364,6
587932,100,1521,6
607708,121,1936,6
627456,9,5476,6
645136,81,5041,6
663856,256,196,6
682568,4,484,6
699232,36,576,6
716916,4,100,6
733536,49,784,6
751208,1,1444,6
768892,529,3025,6
788656,361,2601,6
808408,196,324,6
827136,256,289,6
845852,9,36,6
861468,1,841,6
878104,4,196,6
894728,64,441,6
912416,0,121,6
929060,25,169,6
946744,36,144,6
964412,25,1225,6
983148,4,169,6
999788,1,225,6
1016412,0,1444,6
1035120,25,11449,6
1055944,361,4356,6
1076732,289,196,6
1096488,1,1521,6
1115208,64,169,6
1133944,36,1849,6
1153692,36,196,6
1172412,1,169,6
1190108,16,4,6
1206732,121,256,6
1226484,4,289,6
1244172,1,2025,6
1262904,0,4,6
1278504,36,1156,6
1298272,225,100,6
1318012,196,900,6
1337780,4,169,6
1355464,324,484,6
1375204,81,2500,6
1394984,9,3136,6
1413684,1,3969,6
1432420,25,0,6
1449064,196,13225,6
1470876,961,1024,6
1491688,324,576,6
1511460,36,625,6
1530168,1,1089,6
1548900,0,289,6
1566568,100,676,6
1586336,9,81,6
1602964,121,2116,6
1623772,25,2304,6
1643540,36,225,6
1662272,64,36,6
1679932,49,289,6
1698648,0,1225,6
1717372,16,3364,6
1737132,81,144,6
1755868,36,1369,6
1775596,289,4624,6
1796412,64,4096,6
1816176,361,144,6
1835936,289,676,6
1855692,64,4225,6
1875452,25,2116,6
1895208,289,49,6
1913944,36,676,6
1932660,256,529,6
1952416,0,49,6
1969052,0,1,6
1984668,9,324,6
2002348,16,4,6
2018980,9,1600,6
2037692,64,4489,6
2057468,529,4225,6
2078240,144,289,6
2098008,16,324,6
2116728,9,196,6
