Timestamp (micros),Sensor1 (mV),Sensor2 (mV)
9714428, 16, 9
49732104, 25, 1
49749784, 9, 9
49766424, 16, 1
49784104, 36, 16
498051604, 11449, 8836
53856, 9409, 2809
56080, 196, 225
58212, 9, 121
60256, 441, 484
77296, 324, 144
94976, 1, 25
109532, 121, 100
128268, 49, 36
144908, 4, 4
159468, 256, 4
176104, 256, 1
192740, 4, 64
208340, 225, 4
224988, 169, 9
241612, 4, 4
256180, 1, 1
270744, 0, 0
285304, 144, 16
302976, 121, 1
319628, 1, 36
335228, 25, 1
350824, 121, 9
367460, 1, 25
383064, 0, 9
397624, 144, 1
414260, 361, 49
431944, 0, 16
447544, 81, 1
463140, 100, 4
479784, 36, 36
496420, 16, 0
512032, 169, 16
529700, 256, 81
547376, 225, 16
565056, 289, 9
581712, 9, 0
596264, 16, 1
611876, 4, 9
626424, 4, 4
640964, 0, 16
656584, 25, 16
673216, 49, 1
688828, 64, 0
704420, 121, 36
722104, 64, 25
738744, 81, 9
754332, 49, 4
769940, 36, 1
785544, 225, 0
802184, 169, 25
819864, 4, 0
834428, 225, 4
851064, 841, 49
868748, 529, 36
886420, 64, 9
902020, 1, 64
917624, 25, 0
933228, 484, 49
950900, 196, 4
967544, 9, 1
982096, 81, 36
998740, 4, 4
1013300, 4, 16
1029948, 16, 1
1046584, 100, 4
1064268, 9, 0
1079852, 196, 4
1097540, 100, 1
1115228, 225, 9
1132908, 16, 0
1149540, 9, 16
1166180, 169, 16
1184900, 1, 4
1200500, 25, 9
1217140, 0, 16
1233776, 9, 4
1249384, 81, 25
1267056, 36, 25
1284740, 4, 0
1300336, 4, 25
1316988, 0, 1
1332592, 64, 25
1350260, 361, 0
1367940, 256, 16
1386660, 289, 9
1404336, 576, 1
1422016, 81, 100
1440736, 144, 36
1459464, 81, 1
1476088, 1024, 81
1495864, 16, 25
1513536, 256, 9
1531220, 196, 4
1548892, 64, 0
1565540, 0, 1
1581140, 81, 49
1598816, 361, 0
1616500, 121, 4
1634180, 4, 9
1649784, 169, 81
1668516, 25, 9
1685144, 100, 25
1703844, 36, 16
1721540, 484, 4
1739220, 25, 0
1755864, 49, 1
1772492, 49, 0
1789156, 1, 16
1805772, 121, 9
1823460, 100, 0
1841124, 169, 9
1858816, 64, 0
1875448, 36, 0
1892112, 64, 49
1909788, 4, 0
1925384, 25, 4
1942020, 49, 100
1960732, 121, 4
1978432, 81, 9
1995064, 16, 36
2012740, 169, 4
2030424, 64, 4
2047072, 49, 1
2063708, 4, 16
2080340, 9, 4
2095932, 36, 1
2112576, 289, 25
2131304, 225, 16
2150024, 169, 36
2168736, 0, 1
2184340, 144, 36
2203052, 64, 0
2219696, 49, 1
2236332, 256, 49
2255064, 484, 16
2273780, 441, 9
2291460, 36, 4
2308092, 81, 36
2325788, 36, 1
2342424, 0, 16
2359048, 36, 25
2376736, 25, 16
2394428, 64, 1
2411060, 1, 49
2427696, 64, 9
2444344, 16, 64
2462028, 25, 16
2479704, 0, 16
2496340, 81, 16
2514028, 4, 9
2529628, 289, 64
2548336, 121, 64
2567064, 25, 0
2583708, 169, 4
2601380, 324, 9
2619064, 16, 4
2635692, 81, 1
2652336, 9, 0
2667944, 36, 16
2685616, 100, 16
2704340, 0, 1
2719948, 121, 49
2738664, 576, 36
2757376, 81, 25
2775056, 36, 0
2791708, 169, 9
2809388, 36, 16
2827060, 25, 1
